id,RA,DEC,ebv_mw,f_f105w,e_f105w,f_f125w,e_f125w,f_f140w,e_f140w,f_f160w,e_f160w,f_f435w,e_f435w,f_f606w,e_f606w,f_f814w,e_f814w,f_f090w,e_f090w,f_f115w,e_f115w,f_f150w,e_f150w,f_f200w,e_f200w,f_f277w,e_f277w,f_f356w,e_f356w,f_f410m,e_f410m,f_f444w,e_f444w,tot_cor,kron_radius,kron_radius_circ,use_circle,flag_kron,iso_area,use_aper,a_image,b_image,theta_J2000,flux_radius,z_spec,z_phot,z_phot_chi2,z025,z160,z500,z840,z975,mass,restU,restU_err,restV,restV_err,restJ,restJ_err,restus,restus_err,restgs,restgs_err,restis,restis_err,star_min_chi2,excess,flag,beta,beta_dark,RE,RE_ERR,N,N_ERR,Q,Q_ERR,PA,PA_ERR,lmass
29812,150.1707968,2.368622971,0.014340068,nan,nan,9.872070645,4.663672216,18.76485296,7.683280532,23.93047714,4.29561394,0.158042041,3.098940149,-5.227398149,3.40109107,0.047031133,3.240643453,3.181271551,4.963220332,3.750205298,5.103679262,23.92048171,4.779190479,51.37750821,4.508103638,116.1543531,2.460812046,231.048278,2.927921463,319.8340222,4.614344913,377.4324286,3.065026145,1.152029523,3.014296099,0.799692551,0,0,1.944,1.4,8.501911163,5.174134731,-1.214429498,0.331423565,nan,2.619097,6.1102486,2.0925822,2.3065097,2.6005883,2.8848054,3.1977909,98259796294,9.040816,2.0707002,44.32444,2.9304638,444.4509,16.223053,2.5269458,1.3512712,22.265635,3.0203533,110.27032,5.508442,136.27148,8.035714286,0,2.464,-99,116.6688,80.2412,8,1.664,0.2357,0.0172,12.7509,1.2604,10.73389887
30847,150.1960743,2.36958303,0.014655007,nan,nan,136.3205863,5.502598612,nan,nan,411.1059344,6.289789644,nan,nan,3.315197411,3.183973669,21.02933953,3.507194329,-0.168223304,11.91710044,79.14614307,13.48343471,367.7013539,16.49679474,637.4757399,18.73923487,867.1230583,12.64025273,1110.264901,14.12396895,1258.090303,19.34028416,1338.598726,11.99191755,1.169566769,2.460509116,0.930903955,0,0,3.9376,1.4,11.14525032,8.026939392,-0.417826831,0.243998888,nan,2.5096886,8.172037,2.4262633,2.4718316,2.5139062,2.5595996,2.6067023,1.45E+11,148.43344,6.046112,656.3116,29.050049,1420.8635,55.72052,49.042633,3.700388,462.65247,16.475021,885.95306,43.542847,68.589874,2.819548872,0,0.653,-99,2.9668,0.0601,5.7228,0.1491,0.3734,0.0052,56.9956,0.328,11.33491245
30948,150.1940555,2.37222596,0.01463233,nan,nan,39.34848111,3.115112668,nan,nan,59.04231681,2.874606711,-0.300177774,2.302744262,14.83276988,1.749203055,29.87560855,1.798087578,27.64145376,5.248995099,38.284409,5.40315274,49.28051617,4.769448238,154.5669741,4.993712507,212.5456304,3.258791765,237.8255645,3.305107535,270.7584801,5.162252153,287.1638447,3.231435248,1.702532147,3.213915372,0.73699757,0,0,1.1504,0.7,6.244884968,5.262823582,-1.201907873,0.283921223,nan,3.4267514,2.3854373,3.2907836,3.3802178,3.5137382,3.7115936,3.8677206,53343018382,67.05359,5.078327,180.57512,23.566322,325.76917,106.0103,41.25796,2.3648643,140.66406,21.851677,226.56032,14.734108,223.37401,-5.195530726,0,-0.705,-99,3.9568,0.3652,8,0.5678,0.6333,0.0178,-20.8733,1.7333,10.81024502
30990,150.1040058,2.371621687,0.014711571,-3.509641344,1.825252099,-5.767390326,2.106572236,2.728590044,3.854968657,4.17588497,1.9226577,-0.786398456,0.672729544,0.746077404,1.635468449,0.088915331,1.207926699,-0.260192761,4.008334038,5.149629152,3.784035661,nan,nan,nan,nan,44.13683039,2.123637401,86.9773341,1.63462928,nan,nan,nan,nan,1.189901063,nan,nan,1,1,0.7024,0.7,5.672748089,4.818627834,1.427441478,1.361459541,nan,2.8154838,16.656898,1.9182739,2.575,3.8156888,17.48841,19.530771,37267307837,1.0399904,0.81474,14.342677,5.313483,191.52385,43.58873,0.10032215,0.22473738,6.030703,3.0816507,49.30713,3.0635986,104.563156,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.57132802
31155,150.1917998,2.372904271,0.01459699,nan,nan,23.3925722,2.734721352,33.01018287,5.006318338,48.34080986,2.519941362,1.877045243,2.050212415,11.58682884,1.524443916,16.10544804,1.487701186,15.82860034,4.56055718,24.64521447,4.674320872,46.28976356,4.13031309,73.6168157,4.067910741,nan,nan,nan,nan,nan,nan,201.0830486,2.605114699,1.502342587,3.149667383,0.621992207,0,0,0.8528,0.7,5.596473217,4.355179787,1.057321548,0.233470388,nan,2.811688,1.1878,2.5545993,2.7000065,2.8368459,2.992467,3.18928,42736004717,31.65978,2.062296,72.64711,10.775379,222.48141,19.503525,20.421864,3.183302,59.591846,14.348736,97.20518,42.805313,67.3384,16.71875,1,-0.905,-99,4.5242,0.1407,1.1963,0.0555,0.5431,0.0146,-41.5768,1.582,10.40632711
31341,150.1111503,2.373302735,0.01460648,52.11095161,4.202935805,110.070999,5.603529861,208.8814609,8.789224982,327.5004185,5.633881101,3.103029131,1.994743751,2.697507455,3.095849269,16.36142829,3.027477499,13.83976317,12.79815822,54.03366965,14.15682029,nan,nan,nan,nan,943.1841469,12.73833308,1281.450621,14.38927784,nan,nan,nan,nan,1.187989699,2.582418592,0.950738229,0,0,3.672,1.4,9.678774834,8.752422333,0.59043771,0.291675056,nan,2.5223918,0.76497334,2.361821,2.4562178,2.543231,2.6353228,2.6852396,2.21E+11,119.83936,4.8013763,584.0974,103.972046,1799.123,652.20935,41.053204,2.9926586,375.2459,18.303085,969.80426,131.31915,90.02718,0,0,1.481,-99,-99,-99,-99,-99,-99,-99,-99,-99,12.28094128
32343,150.1305359,2.376762892,0.014357975,60.10251001,3.848412588,83.6110812,4.840347893,104.3964152,8.218541218,119.2312465,4.685436552,5.214161514,1.874885041,34.55225745,3.215996741,60.87636578,3.086757313,60.77991662,5.505574567,84.6949433,5.80417536,116.184164,6.253199355,178.553383,6.346625446,239.785292,3.280267768,238.1440662,3.146365472,297.5198837,5.330419331,321.7792229,3.612856426,1.09713773,nan,nan,1,0,1.76,1.4,6.131088257,5.715778351,1.116832852,0.250397001,nan,3.186473,12.538878,2.9855843,3.1203947,3.2009578,3.3284762,3.4807105,56275968277,126.09206,4.633774,177.88094,35.02668,415.27048,75.14505,85.90426,3.0007324,136.21059,25.571247,224.8044,35.15808,339.39014,6.72489083,0,-1.193,-99,2.5307,0.0174,1.7256,0.0259,0.7979,0.0052,32.781,1.0661,10.32923121
32899,150.1922182,2.379132638,0.014631168,nan,nan,26.79996739,2.184570744,33.39673971,3.893810341,44.22641798,2.06336457,2.801151362,1.531727568,8.013196323,1.163794297,14.7644764,1.160442938,nan,nan,nan,nan,nan,nan,nan,nan,102.9364714,1.829316324,119.8561823,1.8013804,142.7228221,2.938754808,158.0019911,1.936405607,1.189901063,nan,nan,1,1,0.992,0.7,6.92098999,4.43197155,-1.05943656,0.287384905,nan,3.1491923,1.7438061,2.7102296,2.862666,3.0724003,3.2147293,3.356479,30474764028,41.311726,6.016571,82.44132,67.33307,195.28485,55.623856,25.236141,2.538515,62.27989,45.83003,104.52636,19.50159,120.098305,0,0,-0.721,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.821314276
32923,150.1760313,2.379249179,0.014454055,nan,nan,54.33902192,2.769156899,86.55612861,5.120424249,100.0588588,2.63960532,4.559103224,2.302306316,16.91867787,1.883337911,25.34253984,1.42164299,27.88503783,2.305094145,44.33432492,2.34186485,104.2629642,2.194900778,135.6720813,2.139766782,165.1432481,1.24501388,203.978919,1.247729987,221.913018,2.007622912,235.231201,1.289116941,1.435906952,2.822119892,0.578421518,0,0,1.1808,0.7,5.433450699,4.832170486,0.519657493,0.23303895,nan,2.5968957,4.8179593,2.3380764,2.4844127,2.5707066,2.6365364,2.6858597,19994986593,63.98537,4.5038414,132.53673,7.3604546,234.39664,12.24218,36.05695,2.6548595,109.5888,5.5535164,164.92534,8.58316,205.20573,22.71126761,1,-0.744,-0.713,1.7749,0.0469,5.2462,0.2284,0.5869,0.0124,-51.7349,1.0652,9.645316186
33193,150.1871628,2.38014401,0.014556329,nan,nan,138.6853702,5.354762695,245.7884435,8.799580432,383.7293841,5.752552516,11.87001739,4.747399332,16.74548467,2.818734307,36.41458245,3.242989117,28.43038879,12.83184186,97.30992546,13.70413881,376.2498474,16.0830197,671.4378342,18.69486978,1004.237944,12.04923328,nan,nan,nan,nan,1992.412348,13.57964507,1.193335405,2.360607768,0.884904605,0,0,3.7232,1.4,10.26391315,8.556818008,0.230803981,0.29738497,nan,2.5993245,6.45878,2.465179,2.5305605,2.6055465,2.6829743,2.7452993,3.69E+11,149.17032,5.0398407,661.06824,34.72461,2205.0713,155.92175,55.3786,4.359909,440.20105,30.741653,1017.27795,60.66559,132.64471,26.36054422,1,1.022,1.26,5.5106,0.1499,3.1403,0.0762,0.865,0.0114,-86.5458,3.0125,12.02137953
33621,150.1325423,2.381856923,0.014370943,nan,nan,106.1721009,5.191808942,101.4081363,9.847047936,146.7218626,4.932799088,20.10853791,2.005408869,62.78911789,3.308643616,90.97036364,3.572230263,87.38560556,6.642999528,99.98625796,6.754796949,136.7530614,7.770089583,206.2250421,7.536261238,225.3865326,3.410463449,223.2630915,3.23170021,249.5092013,5.459339841,252.0858771,3.566108065,1.203541306,2.946652841,0.88749094,0,0,2.2304,1.4,8.875349045,6.387993813,0.776015341,0.335017215,nan,3.1533966,6.4509315,3.0000544,3.0939999,3.1774294,3.2737606,3.3768137,35349772782,138.157,9.261787,215.68463,49.354195,283.6247,128.75859,106.62723,4.1118126,185.26831,158.83426,219.26405,48.47316,297.46042,2.307692308,0,-1.185,-99,7.8914,0.0858,0.9159,0.0166,0.5403,0.0044,-43.3798,0.5576,10.34490038
